image,keep
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0057_0_2800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0011_2000_0.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0044_3600_800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0034_2400_0.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0012_2000_2400.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0021_4400_3200.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0008_2800_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_1600.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0060_2400_1200.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0006_3600_2400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0010_4000_400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0019_800_3200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0051_2400_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0022_3200_800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0034_400_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0037_4000_1600.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_2400_800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0011_2400_2800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_0_3200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0013_2800_0.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0048_1200_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0040_0_0.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0016_4000_1600.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0047_1600_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_3200_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0007_800_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0022_0_1200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0049_3600_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_1600_400.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_0_2400.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0052_4400_1200.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0015_2400_3200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0002_1200_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_2000_1600.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0014_3200_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0050_400_800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0014_1600_3200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0019_3600_3200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0051_2400_2400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_3600_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_800_2400.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0001_4400_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0046_1600_3200.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0018_3200_800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0035_2800_400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_400_1200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0046_3200_0.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0043_1200_400.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0009_3600_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0018_2400_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0028_800_3200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_800_2800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_2000_0.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0047_2400_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0031_1200_2400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0060_3200_3200.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0059_4000_400.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0018_2800_2400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0053_4400_2400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0002_2000_3200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0027_2000_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0051_1600_1200.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0012_2000_2000.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_3200_2800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0007_800_0.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0032_2800_2000.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0051_4400_2400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0056_3600_2000.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0047_2800_400.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0036_800_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0005_1200_400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0057_1200_400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0054_2400_2800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0019_1200_1600.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0044_1600_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0017_4400_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0004_0_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0055_1600_2000.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0015_2800_2400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0034_2400_400.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0011_800_2400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0027_2000_400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0040_4000_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0057_1200_2000.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0015_400_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0011_4000_800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0045_800_2800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0051_2800_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0029_3600_0.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0017_400_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0040_800_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0036_2400_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0008_800_400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0017_3200_400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0021_4400_2400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0002_3200_2000.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0022_0_2800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0003_800_0.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0039_1600_2800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0016_3600_3200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0037_4400_2400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0003_1200_3200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0025_2400_1600.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0022_800_2800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0004_3600_0.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0004_4000_1200.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0057_0_0.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0048_4400_400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0017_1600_2800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0042_800_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0026_3200_1200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0048_0_400.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_0_2800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0022_1600_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0023_1200_2000.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0010_400_1200.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0018_3200_2800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_1600_1200.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0003_400_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0033_2800_0.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0019_1600_1600.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0020_400_400.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0057_3600_1600.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0048_4000_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0030_800_800.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0048_1600_2000.png,False
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0005_3200_800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0004_3600_800.png,True
/home/jack/Mounts/DiskOne/kona_coffee/splits/100_0046_0_3200.png,False
